id,normalized_total_spent_last_24_hours,normalized_merchant_fraud_risk,normalized_time_since_last_transaction,normalized_average_transaction,normalized_days_till_expiration,normalized_transaction_time,normalized_change_in_merchant_sales,Amount,Class
75,0.982255943,-0.409811096,0.601051888,0.188980929,-0.174013917,1.07626613,-0.486747287,37.24,0
76,-0.715900792,1.490554065,1.200525059,0.387643502,-0.381068379,-1.159495984,0.310885167,13.48,0
77,-0.7362179,1.060635501,1.089100642,-0.001030458,0.912583199,0.799431022,0.342012507,0.89,0
78,-1.68539182,1.081198227,1.335527294,-0.535100631,-0.133613711,0.211704046,-0.194736541,15,0
79,-0.223284114,0.929842302,0.056518734,-0.832706108,0.575304506,-0.548116646,0.868082018,8.99,0
80,-0.965326974,1.428435159,2.767342634,4.689772076,-0.933774978,1.552266675,-0.450057217,67.23,0
81,-2.801545642,3.213118858,-2.39823701,-1.826214047,0.485217914,-1.416513832,1.140806908,3.85,0
82,1.861175318,-0.196092973,-1.718364348,0.516902493,0.002949236,-1.197700475,0.253282342,97.88,0
83,0.210128687,1.144401571,-1.029298491,-0.023513222,0.291642358,-1.427753147,0.554900838,6.39,0
84,-0.727574839,-0.182583582,2.049133723,-1.321554069,-0.519190755,-0.210459029,-0.197722868,19.95,0
85,1.17294249,0.197055711,0.895052595,2.538585351,-0.294645551,0.507765292,-0.430554762,15.21,0
86,2.002290047,-1.219290473,-0.77775685,-1.076069803,-0.71293612,0.201648487,-0.984129806,94,0
87,1.423971982,-0.515821403,-0.392454753,-0.966377148,-0.340086817,-0.304974203,-0.302108223,20.98,0
88,-1.777097631,-0.111370923,1.904420607,1.080733347,-0.672804004,0.215607327,-0.478565286,123.92,0
89,-1.48555084,1.302788336,2.55185642,4.604397834,0.168978214,0.69158098,-0.018113814,4.49,0
90,2.091072069,0.10366033,-1.340017075,0.363457565,0.342373783,-0.817586106,0.089902592,1,0
91,-0.541080851,0.170405264,1.07966879,-0.432115384,-0.577922874,0.534167091,-0.844457807,15.9,0
92,1.203004211,0.242370898,0.630188701,0.548156711,-0.475745824,-0.772647611,-0.000944192,1.98,0
93,1.271108875,-0.860215308,-0.167019427,-0.844150449,-0.502688288,0.068691249,-0.484409101,100,0
94,1.051066248,-0.12223635,1.366658933,1.226947367,-0.836597586,0.471974292,-0.731079388,9.99,0
95,0.086502143,1.013448599,-0.323806583,-0.640821209,0.980569438,-0.488994965,0.889956524,2.99,0
96,0.33006565,-0.978621611,0.451347513,-2.742981354,-0.514716555,0.351924508,-0.441579919,39.4,0
97,-0.428645588,-0.31986393,0.970272724,-2.000695379,0.791805873,0.763749584,-0.083052738,11.85,0
98,-0.399494835,1.036782139,0.095845279,-0.919340951,1.532621791,-0.123531537,1.034944852,1.29,0
99,2.00252929,-0.345919496,-0.224117289,0.457612948,-0.680048359,-0.493270574,-0.565948538,7.69,0
100,-0.995208781,1.304103773,2.179537495,2.933407417,0.070014674,0.255429693,0.654436866,15.17,0
101,1.90214389,-0.421582231,0.011094457,0.640978337,-1.231240018,-1.158129054,-0.564564722,14,0
102,0.225386352,-1.984327073,0.341564819,0.820575791,-1.365068968,0.433852987,-0.108999213,524,0
103,-1.216673946,0.325349601,3.091578751,1.523313745,-0.248967856,1.217179771,0.339808307,83.23,0
104,1.936252809,-0.43266186,0.124280921,0.477415039,-0.958990068,-0.407382184,-0.786128427,15.25,0
105,0.790185353,-0.691863091,0.999747475,1.567220203,-1.259972664,-0.227572281,-0.392124754,200,0
106,2.215009021,-0.83684394,-2.017869517,-1.306311239,0.155435452,-0.37936736,-0.278997487,45,0
107,1.247877681,-0.475099166,-0.066935973,-0.540814353,-0.614941005,-0.519403376,-0.405797579,75.13,0
108,-1.873164209,1.239411719,-2.241520054,-1.369818479,3.653967346,2.803155505,0.505055688,4.41,0
109,-0.824645489,0.621563842,1.173525442,0.115878241,0.309424389,-0.697637838,0.44332058,5.85,0
110,-0.930958298,0.35885271,1.689947061,-1.010281992,1.11404454,-0.608425068,0.924293907,30.14,0
111,-1.935404339,2.007465437,-0.721934828,-0.961225364,0.419925253,-0.185383164,0.588244787,55.93,0
112,-0.937427479,0.960100382,0.464210787,0.001964618,1.893615128,-0.630150449,1.409410839,9.99,0
113,2.055797006,-0.326667773,-2.752040956,-0.842316033,2.46307226,3.173856423,-0.432125924,1,0
114,1.179661203,-0.496194057,0.987967983,-0.683945174,-1.315058218,-0.5768198,-0.744513911,1,0
115,-3.719429342,-0.887125117,-0.744912255,1.673271098,0.890147248,0.037773011,0.199177796,116,0
116,-6.465494177,-7.066253967,-0.715772497,0.344896629,8.604220042,-6.042177098,-5.604897333,5,0
117,1.189070183,-0.323865161,-0.391362797,0.112835443,1.547337994,3.9755561,-1.11613607,24.82,0
118,2.191513809,-0.55483658,-1.402956165,-0.89876576,-0.378406003,-1.449639524,-0.029427666,29.95,0
119,-4.982160123,3.269372618,-0.984827881,-0.015124147,-1.944944047,1.45904983,-4.290302507,2,0
120,-7.504323159,-15.63377153,-4.215051387,1.507090275,-5.412604392,3.243204993,4.422388433,4476.72,0
121,-1.374245821,0.263450978,-2.14728398,2.372008291,1.512033316,-1.323115802,0.334173063,1,0
122,-4.636987855,-2.376286656,-1.125808339,0.399960919,-4.649893747,1.395552382,2.751655848,828.5,0
123,-0.183095068,-0.552771865,0.969591177,-3.408068112,-0.207270331,0.257956358,-0.302852552,35,0
124,0.682779352,-0.940808024,1.198582579,0.945859216,-1.441769221,-0.19480957,-0.561912677,239.99,0
125,2.041911068,0.013123551,-1.802677697,0.261631594,0.482066526,-0.452582625,0.00654096,4.49,0
126,-0.918340006,0.9843256,0.781404437,-1.72633506,0.441541264,0.462180244,0.09452191,0.69,0
127,2.086522824,0.638180588,-3.448407903,0.448746394,1.43686371,-1.579836721,1.019789385,1,0
128,-2.091954601,2.283053789,-0.249065835,-0.158963908,-0.843651216,-0.68607506,-0.501819163,8.99,0
129,-0.847186284,-0.12863371,2.685935059,-0.631300198,-0.48053958,1.406841279,-0.39638152,30.75,0
130,1.148901435,-0.724692655,0.877789966,-0.652958111,-1.205268887,0.039715761,-0.85963492,28.41,0
131,1.833508564,-0.480186708,-0.331118791,0.31220608,-0.700921029,-0.493514823,-0.457257325,63.75,0
132,1.176697984,-0.068666101,1.126233392,1.262389589,-0.839223523,-0.00271816,-0.591772813,9.99,0
133,-1.981344949,-1.234221996,2.683627695,3.117018624,2.154458431,0.139786508,-1.152681972,38.03,0
134,1.132519645,-0.054328882,1.277371815,1.351161269,-0.98199853,-0.19824929,-0.535529964,20,0
135,-0.02923601,1.166170632,-0.939719236,-0.084403236,0.342717176,-1.277445772,0.799144233,42.81,0
136,-1.945888421,-0.815967064,0.985448901,0.299907796,-1.063632416,1.416697682,2.792623327,628,0
137,1.676295658,-0.94487904,0.255439219,0.529248871,-0.753472222,1.247055051,-1.293408279,74.9,0
138,-3.321243884,-2.048902178,-0.737671263,0.02118518,2.51683447,-1.562804646,1.615650507,5.38,0
139,1.288174952,-0.707630653,0.406886124,-0.391487213,-1.091941275,-0.627477796,-0.548591766,35.32,0
140,-1.209454489,-1.901424454,-1.623422226,0.337190867,0.700687445,0.034778734,0.159842661,274.68,0
141,1.254790807,0.221302472,0.504822852,0.626302508,-0.509139174,-0.999582112,0.04636243,4.48,0
142,-0.348878938,0.060724621,0.803984393,-2.084698875,-0.728912889,-0.110069132,-1.239258294,20,0
143,-2.014251274,-0.488613505,0.355261873,0.717058082,0.597908133,0.382591719,0.540719833,57.47,0
144,-2.560438655,-3.51256474,-1.595612065,2.201442885,4.898353974,-4.083969189,-0.912766374,106,0
145,0.939595491,-0.887314198,0.852224776,0.105318489,-0.999693392,0.609153997,-0.773210318,116.24,0
146,1.990039247,-0.225351989,-0.276421378,0.330986464,-0.643492895,-0.749354848,-0.427487018,1,0
147,-0.971888513,1.063220249,-0.515900342,-1.674053236,-0.701615845,-1.668840788,0.020338635,15,0
148,-0.855111015,1.554440524,-1.090769452,-1.25833155,0.644649316,-1.620067007,1.99833037,55.47,0
149,-0.534619201,1.154315022,1.371817646,-0.020958616,0.027602215,-0.773524018,0.623375877,1.79,0
150,-0.525904942,0.539576442,-0.423399128,0.902561242,1.914184719,-0.597438627,1.060913545,35.19,0
151,-0.639085068,0.955390839,-1.962251009,-0.064213974,2.780293941,3.742612592,0.815285814,119.9,0
152,-0.838970426,0.905996182,-0.391905852,-0.940009227,1.997118211,3.703869926,-0.380943431,6.99,0
153,-0.218323664,-2.643620676,0.373970651,0.746007258,-1.456969573,1.139802961,-0.05269768,677.6,0
154,1.031904853,-0.072979963,0.890605341,1.174891213,-0.655616935,0.034220953,-0.442985053,41,0
155,-1.866508904,1.579462584,-2.460731376,-3.014541807,-1.153789849,-1.995848088,-0.565264554,7,0
156,-0.418997434,0.911241545,1.119653277,-0.163063146,0.324141527,-0.034303861,0.440753662,6.25,0
157,-0.501039936,0.296855979,1.727844121,0.765934972,-1.211457082,0.594474626,-0.556452968,79.9,0
158,0.509241212,-1.373486664,0.935831523,0.575284669,-1.475165851,0.076488691,-0.47957185,346.25,0
159,0.883818587,-0.19827323,0.233607499,1.339224664,-0.620619021,-1.096619704,0.442964715,179,0
160,-1.865862043,0.283713372,1.187417143,-0.767409704,-0.703933635,2.054955508,-0.646679501,111,0
161,1.176546472,0.103497745,-0.068609205,1.01340067,0.488842371,0.81743032,-0.018387655,22.64,0
162,2.060601562,-0.121951973,-1.081612476,0.428291881,-0.236530508,-1.242499577,0.118216407,1.98,0
163,1.013697686,-0.478971136,-1.013702568,0.238952128,1.865415827,3.756888949,-0.473200851,129.15,0
164,-1.399726304,0.625502566,0.987303356,-2.643299424,-0.2752649,-0.196869783,-0.257068202,1.95,0
165,0.000167508,1.048245313,-1.573861439,-0.69106644,2.685592903,3.393247766,-1.15897453,0.76,0
166,0.366580153,0.818827104,-0.106089142,-0.093263625,0.756457096,-0.537985326,0.910285746,0.99,0
167,-0.339638193,0.106023003,2.145700729,-0.560490505,-0.573392443,0.107360328,0.461611495,84.95,0
168,-2.521535135,-2.204888921,-3.502273125,-3.050460883,-9.519862285,4.854681614,10.19274281,2331.31,0
169,1.262389073,0.374975679,-0.046299357,0.928003206,0.235518162,-0.455072553,0.324526017,25.99,0
170,1.059523804,-0.198158812,0.552017924,0.692164589,-0.222156066,0.674607691,-0.364225467,25,0
171,2.049055435,-0.539507707,-2.428017926,-0.328860479,0.211197393,-1.680062169,0.837042504,112.09,0
172,-0.446892083,-0.620786061,0.738520647,-2.088338858,-0.319354374,-0.303588186,0.128705581,98,0
173,-0.83132143,1.183147438,1.282236391,0.04790113,-0.454912684,-0.669611837,0.259951782,13.28,0
174,1.186786881,-0.020967752,1.085896308,1.225051169,-0.713396462,0.085637516,-0.545679868,9.99,0
175,-3.001270696,1.922821842,1.235532386,-0.899050933,-0.426704834,0.90383219,-0.75699552,41,0
176,1.15099147,0.051683677,1.240377961,1.275729948,-0.876138933,-0.268327149,-0.470205329,16.1,0
177,-0.534859786,0.923431839,1.415866805,-0.84815031,0.941195537,-0.064386526,1.206382596,3.59,0
178,-0.848731187,1.042311706,-0.742397746,-1.267126725,2.390057926,-0.436543128,2.729499298,0.76,0
179,-2.698551563,0.638740774,0.19977822,-2.317389973,-1.405950638,-0.449164596,-0.705032201,100,0
180,0.775000885,-2.212050167,0.419530588,-1.111736793,-2.195055919,-0.615083017,-0.78578269,359.52,0
181,-0.308893963,0.99113613,0.809824,-0.316629988,0.577900681,-0.008066218,0.554648683,7.32,0
182,-5.044498131,-5.918914032,2.988632488,-0.349795393,4.131837914,-3.620082206,-4.260274137,91.77,0
183,1.084424955,-0.126779959,0.502081691,0.555831011,-0.571879096,-0.354043408,-0.215058908,39.99,0
184,-7.111396983,3.68044509,-1.954009943,0.791114935,-5.452391665,0.559325073,-4.778356018,20,0
185,2.155351691,-1.01514163,-0.392907911,-1.426904524,-1.338034353,-0.89945082,-0.963033075,5.2,0
186,-0.862459671,0.226031227,2.777033975,-0.956265877,0.40597479,2.20541202,-0.30523889,1,0
187,-1.522527571,2.446022336,0.610378575,-0.069897154,1.247028078,-1.041193495,2.866911121,0.89,0
188,-1.174324359,-0.269493764,1.561201757,0.537069307,0.363236629,-0.8373173,0.325355643,9.99,0
189,1.935811831,-0.026845531,-1.771735177,1.239289154,0.509560385,-0.649571679,0.509602358,46.01,0
190,0.596213676,-1.694721722,0.2600508,-1.082008641,-1.477312006,-0.521464077,-0.182052438,370,0
191,0.759504038,-0.663886571,0.024823049,1.450004248,-0.524897526,-0.108925787,0.184154266,229.45,0
192,1.961936952,-0.225029214,-1.831430328,0.316485432,0.372280798,-0.706186024,0.380176769,45.86,0
193,1.445283618,-1.302409084,-0.682699201,0.517069979,-0.989966055,-0.586708887,-0.148701693,305.58,0
194,-1.237256746,0.525271123,-0.704427066,-0.275073069,-0.248253887,0.777912286,5.16031677,640.6,0
195,1.1900303,-0.053808983,-0.043505528,1.075233398,-0.175858292,-0.306149982,-0.042983027,60,0
196,-1.555554761,-0.055724446,0.712518017,0.020954888,0.803941806,-0.602209096,0.389214222,59.98,0
197,-2.0459476,-0.516130982,2.009299785,-0.855342159,-0.378858424,0.234949597,0.296497632,76.61,0
198,0.880156566,-0.059808879,0.207562656,0.82498722,0.551997468,1.438014072,-0.1058019,71.29,0
199,1.136692839,-0.082380372,1.014486576,2.648348281,-0.314569007,1.383737087,-0.827903516,1.52,0
200,2.03250026,0.202437591,-1.4808164,0.523640686,0.245648928,-1.074810891,0.214853916,0.89,0
201,-2.636219932,2.521063066,-0.243393063,0.438530499,-0.531953795,-0.259559828,-0.009602321,10.9,0
202,-1.888378208,-0.520139791,2.531382103,-0.493778401,-0.152161046,-1.113188881,-0.237834243,100,0
203,2.074034439,-0.096386744,-1.642459666,-0.050015838,0.496245257,-0.310939176,0.046764429,1,0
204,-0.421316669,1.698918849,1.045799052,2.856309514,-0.413462535,1.419754224,-1.646307756,47.19,0
205,-1.28080966,1.577487648,-0.129728284,-0.369509849,0.212657985,0.433139278,-0.247635854,9.99,0
206,-3.858576837,-2.013214744,0.553026229,-1.604489064,-1.800138479,-0.685132271,0.602238182,498.52,0
207,-6.147572094,-5.545991996,1.424392008,1.183687209,3.759140011,-3.424210301,-0.748310116,1.79,0
208,-2.440525883,2.693512556,-1.004719555,-0.538337778,-0.021175247,0.311559109,-1.378803097,9.49,0
209,1.121657929,-0.195064401,0.40427956,-0.155473769,-0.636060757,-0.870701232,0.014390849,65.94,0
210,-0.050858076,0.972525275,-0.114878106,-0.631713174,1.042027123,-0.775251458,1.37435383,0.89,0
211,-0.844335361,1.05386162,1.319583226,-1.438227625,-0.270653223,-0.791527642,0.434779097,0.77,0
212,1.844817464,-1.590545091,-1.084570291,-0.776054039,-0.876707212,-0.191093473,-0.621506029,209.41,0
213,-1.683576832,0.413820368,1.425686218,-0.701670012,-0.237870587,0.378980064,-0.294377132,35.57,0
214,-2.300315255,-1.83780635,0.061647823,1.559390523,-2.69373241,1.422337478,4.561420883,1081.5,0
215,-2.006524176,-3.078282109,-3.254366595,-0.526731573,1.812961152,-1.04556259,1.184257836,437.18,0
216,0.140659812,1.00965339,-0.388018022,-0.526361782,0.869419197,-0.883582166,0.938156365,0.89,0
217,0.155630563,1.043024656,-0.412132191,-0.549378273,0.916076183,-0.827425325,0.965681839,0.89,0
218,0.98838093,-0.930234266,0.685179357,-2.016295519,-0.756042434,0.765127289,-0.873882161,48.51,0
219,-6.817887892,4.641370043,-1.947334027,-0.770137634,-2.266311634,-0.235916099,-1.06931439,29.99,0
220,-0.875789968,0.455441054,1.694000289,1.249858807,-1.436989021,0.179556011,0.149759394,165.79,0
221,2.00448649,-0.355497222,-0.270263447,0.486748742,-0.717618427,-0.53347398,-0.592511537,0.01,0
222,2.129581082,-0.734706218,-0.879987313,-0.853846275,-0.936056747,-1.359033704,-0.48918693,14.95,0
223,2.157254963,-1.654470504,-0.917618333,-1.862620679,-0.717572448,1.192274176,-1.642664618,12.4,0
224,-0.918898063,0.451378204,0.501834678,-0.783627101,1.008732145,1.34834693,0.172751078,12.7,0
225,0.124237506,1.030743496,-0.516255494,-0.758944897,1.252212529,-0.2077393,0.895304849,0.89,0
226,2.007333411,-0.355627945,-0.499041431,0.337989145,-0.331753294,-0.001902617,-0.598190581,9.99,0
227,-0.11708271,0.930997313,-0.56339141,-0.735486956,1.326953514,-0.261916961,0.855618821,1.29,0
228,-0.55912668,0.17667142,0.589626573,-0.11033236,0.037711755,-0.233229958,-0.270659575,22.02,0
229,-0.316493083,1.434664154,-0.647166075,-0.681221206,0.961969768,-0.774093659,1.05330884,11.56,0
230,1.962996998,-1.791728321,-1.687711889,-1.54506453,-0.94055317,-0.611907781,-0.540347425,187,0
231,-1.762427382,1.932758165,-0.462697495,-1.263800029,0.677457903,-0.599765683,0.730134107,8.05,0
232,1.250596319,0.471965684,0.463630725,1.699599514,-0.211533875,-0.775458082,0.17256573,0,0
233,-0.805642574,0.785141737,2.394394039,1.266071452,0.365965717,0.800985129,0.174693749,22.3,0
234,1.191607395,0.283676556,0.405561509,0.723898197,-0.38452426,-0.800816006,-0.017066787,0.89,0
235,-2.162019753,-2.998122582,1.496312983,-2.382203974,1.530424763,-0.1369581,-1.651058409,136,0
236,-1.748719542,-0.720638743,1.187125061,-1.297015853,0.359467307,-1.132327263,-0.438147381,25.97,0
237,2.002256554,-0.369687899,-0.262094903,0.467087098,-0.780714064,-0.680111709,-0.573195468,6.47,0
238,0.326065375,-3.222245498,-2.653427846,-0.075866073,-1.025608914,-1.14625743,1.437243414,914.5,0
239,1.145149415,0.503835054,0.617915369,2.43781934,-0.24251552,-0.441193565,0.05528825,2.35,0
240,1.148634741,0.090610849,1.27143804,2.356577331,-0.666040913,0.484187357,-0.803925832,22.46,0
241,1.162022079,0.136113361,0.384959308,1.402884267,-0.232313943,-0.20213152,0.005558286,9.46,0
242,1.315076917,-1.282296312,0.02166549,-1.305088374,-1.202147512,-0.237294675,-0.807581986,80.9,0
243,2.312020478,-1.192680456,-1.418972271,-1.767833258,-0.77381138,-0.739782159,-0.793852768,15,0
244,-2.956758752,2.509410224,-1.184636591,-2.83106669,-0.578290711,-1.330648397,-0.015351201,1,0
245,-0.687893209,-1.277032914,1.965504038,-2.47723907,0.755970331,-0.318739556,-2.702989366,164.9,0
246,1.90339444,-0.266596938,-3.135166754,0.303344413,2.876224836,3.323240235,0.088307632,71.19,0
247,1.906656664,-0.097041923,-1.909916318,0.076906049,1.183669164,1.128725706,-0.19945645,4.99,0
248,-0.187537728,0.207636937,-0.026369166,-1.331919867,2.040642283,3.601300815,-0.185716122,23.66,0
249,-0.178846997,-2.732314903,-2.411482725,-0.305695081,1.337139784,3.432450533,0.662894497,798,0
250,1.222824336,-0.69858295,0.734701601,-0.746784573,-1.117708287,-0.280639164,-0.792719522,48,0
251,-1.016434309,0.898959881,1.033318509,-0.528029833,0.317246932,-0.686935929,0.310750922,0.99,0
252,-1.524361165,-0.410317963,1.313702543,-1.461982571,0.424690898,-0.913913124,-0.182309021,45.87,0
253,1.963912875,-0.303299477,-0.445808772,0.348677511,-0.392623808,-0.284534391,-0.435867521,24.99,0
254,1.242281892,0.794504987,-0.348365463,1.328765618,0.198768192,-1.188947205,0.376919234,1,0
255,1.240011799,-2.037160816,1.18256193,-1.002403071,-2.172980373,1.07076146,-2.016088527,104.45,0
256,1.148071839,0.352302142,-0.520080916,0.633088912,0.361333971,-0.178162872,0.04294559,0.76,0
257,-0.610256975,1.452207808,-1.308273053,-1.255744961,0.965469507,-1.137729032,1.167108231,2.26,0
